phase_cycle1,phase_cycle2,phase_cycle3
-170.53767779197437,90.0,90.0
45.0,-116.56505117707799,-116.56505117707799
-90.0,-26.56505117707799,-26.56505117707799
165.96375653207352,180.0,180.0
-108.43494882292202,-11.309932474020215,-11.309932474020215
-90.0,180.0,180.0
-116.56505117707799,-26.56505117707799,-26.56505117707799
26.56505117707799,0.0,0.0
-90.0,0.0,0.0
90.0,-45.0,-45.0
0.0,180.0,180.0
-101.30993247402021,-21.80140948635181,-21.80140948635181
-33.690067525979785,-135.0,-135.0
